epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
98,97218.7,1.18029,1.3925,1.25444,0.57628,0.40173,0.43193,0.30482,1.1202,1.2936,1.1988,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598
99,98210.2,1.17659,1.38674,1.25349,0.57632,0.40332,0.43274,0.30547,1.11931,1.29135,1.19791,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532
100,99201,1.17633,1.38593,1.25333,0.5757,0.40527,0.43322,0.30594,1.1192,1.28887,1.19734,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
101,100193,1.17638,1.38405,1.25135,0.57464,0.40606,0.43391,0.30668,1.11847,1.28648,1.1966,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034
102,101184,1.17467,1.3797,1.25036,0.57736,0.40666,0.43478,0.30743,1.11757,1.28414,1.19564,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334
103,102176,1.17364,1.37766,1.24962,0.57685,0.40708,0.43551,0.3081,1.1168,1.28264,1.19487,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
104,103166,1.17052,1.37452,1.24778,0.573,0.40773,0.43594,0.30867,1.11605,1.28076,1.19386,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202
105,104156,1.16796,1.37019,1.24614,0.57448,0.40778,0.43681,0.30952,1.11549,1.27879,1.19303,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136
106,105147,1.1695,1.3693,1.24677,0.57358,0.40896,0.4373,0.30995,1.11507,1.27701,1.19253,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
107,106139,1.16576,1.36672,1.24396,0.57352,0.40991,0.43768,0.31038,1.11425,1.27504,1.19156,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004
108,107130,1.16698,1.35985,1.24276,0.57387,0.41081,0.43861,0.31081,1.11385,1.27353,1.19112,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938
109,108121,1.16342,1.35728,1.24369,0.57391,0.41201,0.43931,0.31117,1.11328,1.27154,1.19029,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
110,109112,1.16223,1.35514,1.24159,0.57221,0.41309,0.43988,0.31158,1.11256,1.26983,1.18948,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806
111,110104,1.16152,1.35383,1.24181,0.57025,0.41379,0.44051,0.31201,1.11209,1.26875,1.18904,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274
