epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
82,46327.3,1.1982,1.43626,1.26698,0.56356,0.38717,0.40975,0.28855,1.13418,1.35534,1.21282,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
83,46885.3,1.19553,1.43573,1.2671,0.56638,0.38536,0.41086,0.28956,1.13365,1.35161,1.21199,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588
84,47439.6,1.19827,1.43065,1.26716,0.5677,0.38647,0.41173,0.29029,1.13313,1.34875,1.21146,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522
85,47993.9,1.19497,1.4289,1.26556,0.56825,0.3876,0.41298,0.29104,1.13242,1.34501,1.21058,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
86,48564.1,1.19466,1.42762,1.26491,0.57085,0.38839,0.41404,0.29145,1.1315,1.34162,1.20953,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439
87,49130.5,1.19496,1.42584,1.26513,0.56936,0.38957,0.41471,0.29233,1.1306,1.3392,1.20868,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324
88,49677.2,1.19102,1.42038,1.264,0.56941,0.3901,0.41558,0.29306,1.12963,1.33573,1.20769,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
89,50220.9,1.18972,1.41638,1.26217,0.56971,0.38982,0.41651,0.2936,1.12867,1.33322,1.20667,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192
90,50767.5,1.18929,1.41581,1.26045,0.56844,0.39124,0.41746,0.29423,1.12791,1.32981,1.20575,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126
91,51312.4,1.18862,1.41448,1.25954,0.56943,0.3918,0.41879,0.2952,1.12712,1.32682,1.2048,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
